title,type,genre_ids,overview,release_date,popularity,vote_average,poster_path
Graveyard,series,"[80, 18, 9648]",Police Commissioner Önem leads a special investigations unit that solves tough cases involving violence against women.,2022-06-17,98.9953,7.3,/ye6n3GdSaiSy81hiIRvf3vjVv1N.jpg
Blue Bloods,series,"[80, 18]","A drama about a multi-generational family of cops dedicated to New York City law enforcement. Frank Reagan is the New York Police Commissioner and heads both the police force and the Reagan brood. He runs his department as diplomatically as he runs his family, even when dealing with the politics that plagued his unapologetically bold father, Henry, during his stint as Chief.",2010-09-24,123.1204,7.788,/q1WlrxnCvNhBjJ4N7V0JQXjnIBN.jpg
The Tonight Show Starring Johnny Carson,series,[10767],"The Tonight Show Starring Johnny Carson is a talk show hosted by Johnny Carson under The Tonight Show franchise from 1962 to 1992. It originally aired during late-night. For its first ten years, Carson's Tonight Show was based in New York City with occasional trips to Burbank, California; in May 1972, the show moved permanently to Burbank, California. In 2002, The Tonight Show Starring Johnny Carson was ranked #12 on TV Guide's 50 Greatest TV Shows of All Time.",1962-10-01,123.2713,7.536,/uSvET5YUvHNDIeoCpErrbSmasFb.jpg
The Sopranos,series,"[80, 18]","The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",1999-01-10,114.2955,8.677,/rTc7ZXdroqjkKivFPvCPX0Ru7uw.jpg
Chicago P.D.,series,"[80, 18]","A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",2014-01-08,117.2981,8.428,/bez40PgT36RUu4gstD2A6GSM0tP.jpg
AIBOU: Tokyo Detective Duo,series,"[18, 80, 9648]","Detective Ukyo Sugishita confronts crime on the basis of his own convictions. He has a partner that works for him in the Special Task Unit. For the first 7 seasons, Ukyo’s first partner is Kaoru Kameyama. He is a good-natured, hot-tempered, straightforward and somewhat scattered detective. Beginning in Season 8, Takeru Kanbe replaces Kameyama. Contrary to his predecessor, Takeru is a lanky, cool, conceited and confident detective. From Season 11 to Season 13, Ukyo’s partner is a young detective Toru Kai. Toru is a son of Deputy Director-General of The National Police Agency. But he became a detective by his own effort. And starting with Season 14, Ukyo’s current partner is Wataru Kaburagi, an elite bureaucrat who came to the Metropolitan Police Department on temporary assignment. As the first partner without any career of a police officer, he will face challenging cases together with Ukyo.",2002-10-09,105.2489,7.542,/8u8rCCeuBufMQ1VlGX0lruhDaPR.jpg
Adventure Time,series,"[16, 35, 10765]","Young Finn and his shape-shifting dog buddy, Jake, go on a series of surreal adventures as they journey through the postapocalyptic Land of Ooo.",2010-04-05,113.8287,8.509,/qk3eQ8jW4opJ48gFWYUXWaMT4l.jpg
Desperate Housewives,series,"[9648, 18, 35]","Looking down on her friends and family isn't a way of life for Mary Alice Young... it's a way of death. One day, in her perfect house, in the loveliest of suburbs, Mary Alice ended it all. Now she's taking us into the lives of her family, friends and neighbors, commenting from her elevated P.O.V.",2004-10-03,120.1591,7.893,/4qeI51jDzH81PpUUNaJCBrfm7f6.jpg
Paradise Hotel,series,[10764],"A group of hot singles check into a luxury hotel in Mexico. Prepare for love, partying, betrayal and tears. Half a million kronor is at stake and anything can happen in paradise.",2005-01-17,114.4426,5.0,/zE4hi4gDP0T8HDC4noHasNsBKtb.jpg
Doctor Who,series,"[10759, 18, 10765]","The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",2005-03-26,117.9427,7.624,/m6G92osOtSeXwjSfL21jZCUOvxe.jpg
Prison Break,series,"[10759, 80, 18]","Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",2005-08-29,115.69,8.067,/wnmNPaLvhnMeOqnWlhNkYCZxtda.jpg
SEAL Team,series,"[10759, 18, 10768]","Military drama following the professional and personal lives of the most elite unit of Navy SEALs as they train, plan and execute the most dangerous, high stakes missions our country can ask of them.",2017-09-27,114.7051,8.035,/6iSnec83UEMgLOXAtGYwaVNHLjR.jpg
Hawaii Five-0,series,"[80, 18, 10759]","Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",2010-09-20,128.1393,7.738,/sIdCKlmM2nU4akIvFQaAIiU8YES.jpg
CSI: Miami,series,"[18, 9648, 80]","The show follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",2002-09-23,110.3427,7.688,/pNW64pjaHvf6purNaFhq4SHYRfl.jpg
The Flash,series,"[18, 10765]","After being struck by lightning, CSI investigator Barry Allen awakens from a nine-month coma to discover he has been  granted the gift of super speed.  Teaming up with S.T.A.R. Labs, Barry takes on the persona of The Flash, the Fastest  Man Alive, to protect his city.",2014-10-07,113.5233,7.75,/yZevl2vHQgmosfwUdVNzviIfaWS.jpg
The Graham Norton Show,series,"[35, 10767]",Each week celebrity guests join Irish comedian Graham Norton to discuss what's being going on around the world that week. The guests poke fun and share their opinions on the main news stories. Graham is often joined by a band or artist to play the show out.,2007-02-22,109.5974,7.231,/vrbqaBXB8AALynQzpWz6JdCPEJS.jpg
Mousetrap,series,"[80, 18, 9648]","A reclusive writer wakes to find his identity stolen — and must ally with a ruthless loan shark to reclaim his life from a man known as ""The Rat.""",2026-08-28,112.3748,7.455,/2mwgHfOyrFrmvozjFoEXHRdfGhv.jpg
The Boys,series,"[10765, 10759]",A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,2019-07-25,110.4039,8.436,/in1R2dDc421JxsoRWaIIAqVI2KE.jpg
House Rules,series,[10764],The Australia-wide competition following six state-based couples who renovate each others homes to receive the highest scores with the winner having their mortgage paid off.,2013-05-14,119.9222,7.2,/JTzASS9kdvmeIPZgK27dl6DdQw.jpg
FBI,series,"[80, 10759, 18]","The New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep their city and the country safe.",2018-09-25,109.8295,7.9,/zfKS4WL0OZ9udpNoSYZw91VB3aH.jpg
Re:ZERO -Starting Life in Another World-,series,"[16, 9648, 10759, 10765]","Natsuki Subaru, an ordinary high school  student, is on his way home from the convenience store when he finds  himself transported to another world. As he's lost and confused in a new  world where he doesn't even know left from right, the only person to  reach out to him was a beautiful girl with silver hair. Determined to  repay her somehow for saving him from his own despair, Subaru agrees to  help the girl find something she's looking for.",2016-04-04,103.8399,8.083,/oHqYrPAsIiTD5m4DuxumV4er8BU.jpg
Arrow,series,"[80, 18, 10759]","Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",2012-10-10,94.985,6.837,/u8ZHFj1jC384JEkTt3vNg1DfWEb.jpg
Late Show with David Letterman,series,"[10767, 35]","David Letterman uses mature humor to appeal to his audience in this weeknight series, which gets its music from a house band led by Paul Shaffer. Among the show's most-famous segments are the Top Ten List and Stupid Pet Tricks, the latter of which subsequently led to an additional recurring segment called Stupid Human Tricks.",1993-08-30,119.7685,6.439,/fTBC5EpsgKmli9VQcJMtqQ08Qj4.jpg
24,series,"[10759, 18, 80]","Counterterrorism agent Jack Bauer fights the bad guys of the world, a day at a time. With each week's episode unfolding in real-time, ""24"" covers a single day in the life of Bauer each season.",2001-11-06,107.6675,7.788,/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg
9-1-1,series,"[18, 80, 10759]","Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",2018-01-03,112.2977,8.223,/6njUqsd3By2mJsdZm1P0moPLzs3.jpg
Overflow,series,[16],"Kazushi Sudou is a university student who is visited by his two childhood friends, the sisters Ayane and Kotone Shirakawa. When Ayane discovers that Kazushi not only forgot to buy her pudding but is also using her special lotion in the bath, she decides to take revenge and join Kazushi in his bath along with Kotone. Will the perverted Kazushi be able to remain indifferent to them both?",2020-01-06,105.1775,7.5,/8RtwL5gxUvh9YViqjhNlVRvJpum.jpg
Home Alone,series,[10764],"It can be a badge of honor to be “single.” “I Live Alone” is a documentary-style South Korean reality series that follows the members of a self-formed club called Rainbow, which is comprised of  celebrities who are single and live alone.",2013-03-22,92.7201,7.5,/1hqGagr94soBq70Lq7tPHvNmmxy.jpg
Saturday Night Live,series,"[35, 10763]","A late-night live television sketch comedy and variety show created by Lorne Michaels. The show's comedy sketches, which parody contemporary culture and politics, are performed by a large and varying cast of repertory and newer cast members. Each episode is hosted by a celebrity guest, who usually delivers an opening monologue and performs in sketches with the cast, and features performances by a musical guest.",1975-10-11,101.4488,6.91,/s1cZBqbMwAF3w8S3Yo0j5nr2Yuo.jpg
Married... with Children,series,[35],"Al Bundy is an unsuccessful middle aged shoe salesman with a miserable life and an equally dysfunctional family. He hates his job, his wife is lazy, his son is dysfunctional (especially with women), and his daughter is dim-witted and promiscuous.",1987-04-05,92.8863,7.734,/qxdOgESOkBMmfcWUizL01mbdqzl.jpg
The Good Doctor,series,[18],"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",2017-09-25,101.5448,8.454,/luhKkdD80qe62fwop6sdrXK9jUT.jpg
Dark Matter,series,"[10765, 18]","Jason Dessen is abducted into an alternate version of his life. To get back to his real family, he embarks on a harrowing journey to save them from the most terrifying foe imaginable: himself.",2024-05-07,104.0822,7.783,/2DPmTlv8F0V1TQBPmlsGOVOhtWk.jpg
Suits,series,[18],"While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",2011-06-23,109.9089,8.222,/vQiryp6LioFxQThywxbC6TuoDjy.jpg
The Good Wife,series,[18],Alicia Florrick boldly assumes full responsibility for her family and re-enters the workforce after her husband's very public sex and political corruption scandal lands him in jail.,2009-09-22,103.3842,7.624,/lasNCd45fpPLirlA7QxkuopWro.jpg
Homework,series,[18],"A drama about two young couples, both of them having problem keeping their relationship together.",1992-10-16,81.1619,5.0,/uHTOLVjylS6dT8LgXH2TSh2sn5M.jpg
Yellowstone,series,"[37, 18]","Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",2018-06-20,102.587,8.27,/peNC0eyc3TQJa6x4TdKcBPNP4t0.jpg
King of the Hill,series,"[16, 35, 10751]","Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in.",1997-01-12,102.7914,7.414,/e2xyMapmYgv4AuSoSDv9Y4pQlD6.jpg
Futurama,series,"[16, 35, 10765]","The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",1999-03-28,108.1943,8.364,/eM8bbTn8C8vUwwS6upzzm7gX31u.jpg
Perry Mason,series,"[9648, 18, 80]",The cases of master criminal defense attorney Perry Mason and his staff who handled the most difficult of cases in the aid of the innocent.,1957-09-21,105.8174,7.71,/sK6JvgNFP1ClT4aF4nPAZiDpAdk.jpg
Bob's Burgers,series,"[16, 35]","Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",2011-01-09,107.1811,7.841,/iIHsQe3Qjs3NH62HdamyQEPeqTR.jpg
Sesame Street,series,"[10762, 35]","On a special inner city street, the inhabitants—human and muppet—teach preschoolers basic educational and social concepts using comedy, cartoons, games, and songs.",1969-11-10,111.4307,7.1,/14k9BfZ2p4rQBMeJ5crKTfUZVwD.jpg
Gilmore Girls,series,"[35, 18]","Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",2000-10-05,103.1604,7.884,/gwtzCwU2wdLLf8oejQu2TINiWfQ.jpg
Raw,series,[10764],"A regularly scheduled, live, year-round program featuring some of the biggest WWE Superstars.",1993-01-11,102.2276,6.8,/fstEe6RsyNyPUnMwNcL20iNl0nE.jpg
Ninaithen Vandhai,series,[18],"Ezhil is devastated after his wife Indhumathi’s death. A simple village girl, Sudarvizhi, steps in to be his children's caretaker. But can Sudarvizhi fill the void in Ezhil and his children’s hearts?",2024-01-22,93.5166,0.0,/csdQGYq7zZ6Tt3BwIE3dfT3QcHr.jpg
Vikings,series,"[10759, 18, 10768]","The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",2013-03-03,110.0521,8.101,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg
Homeland,series,"[18, 10768, 80]","CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everything, including her personal well-being and even sanity, at every turn.",2011-10-02,97.4634,7.595,/6GAvS2e6VIRsms9FpVt33PsCoEW.jpg
